,index,Unnamed: 0,posts,Mach,LSRP12,LSRP2,NRSM,languages
5881,8775,8775,"Holy shit !!! I haven't seen anything like that before . Most realistic wwe match ever seen . Btw Brock , hitting an injured man has no heroism in it . Your couple of punches were enough for randy ! 👍👍",55.0,3.4,1.7,21.0,en
5882,8776,8776,The heart of this pay per view,55.0,3.4,1.7,21.0,en
5883,8777,8777,Spent some awesome time with my friends ......  love u guys !  👍:-) :-),55.0,3.4,1.7,21.0,en
5884,8778,8778,Wish you all a delighted Eid :-),55.0,3.4,1.7,21.0,en
5886,8780,8780,Get ready !!!,55.0,3.4,1.7,21.0,en
5888,8782,8782,Marattok gorom e swimming !! Chorom refreshment  👌👌,55.0,3.4,1.7,21.0,en
5890,8784,8784,Changed the mood :-),55.0,3.4,1.7,21.0,en
5892,8787,8787,Yeah ! We will be the best !!! Best in the World :-) :-),55.0,3.4,1.7,21.0,en
5894,8790,8790,"Celebrated our dst Sakib's Birthday !!! :-)
#adda , #khaoa ;-) #moja !!!!",55.0,3.4,1.7,21.0,en
5895,8793,8793,Really great batting SA !!!,55.0,3.4,1.7,21.0,en
5897,8797,8797,"Enjoy korlam ebarer Pohela Baishakh. Friends der shathe notun bochorer shuruta khub valo katlo

But we all missed Safayet and Nayeem",55.0,3.4,1.7,21.0,en
5898,8798,8798,Bochor shesh hoy... abar shuru hoy. But amra amader chintagulo ke notun vabe shajai. Notun bochor ta amder jibon take notuner motoi shajabe.. ei asha rekhe shobaike janai noboborsher shuveccha,55.0,3.4,1.7,21.0,en
5900,8800,8800,My most favourite cricket player......................,55.0,3.4,1.7,21.0,en
5901,8801,8801,Weather ta ajker odvut shundor,55.0,3.4,1.7,21.0,en
5902,8802,8802,Nam ta change kora joruri. CM Punk is the best in the world. But my name should be the real one,55.0,3.4,1.7,21.0,en
5903,8803,8803,Being irregular is bad. We can't change our past. But the past changes our future. Good bye and welcome to my new fb account.,55.0,3.4,1.7,21.0,en
5904,8804,8804,Fresh new start!! Specially with some true informations,55.0,3.4,1.7,21.0,en
5907,8812,8812,MD Rizwanul Kabir always to the rescue,67.0,4.1,1.9,19.0,en
5908,8813,8813,Humayun ahmed's direction and faruk's acting...deadly combo,67.0,4.1,1.9,19.0,en
5909,8814,8814,After ages may be...,67.0,4.1,1.9,19.0,en
5910,8817,8817,One of the greatest comedy scenes,67.0,4.1,1.9,19.0,en
5911,8818,8818,I miss this campus,67.0,4.1,1.9,19.0,en
5915,8822,8822,Reza sir❤️❤️...I will never forget this man...The best part of studying in ndc was getting class of this man...,67.0,4.1,1.9,19.0,en
5916,8823,8823,Bangladesh could have been better if there were no corruption...,67.0,4.1,1.9,19.0,en
5921,8831,8831,Life is an Exam,67.0,4.1,1.9,19.0,en
5922,8833,8833,Not a bad idea,67.0,4.1,1.9,19.0,en
5923,8834,8834,A video worth watching,67.0,4.1,1.9,19.0,en
5925,8836,8836,Hilarious,67.0,4.1,1.9,19.0,en
5926,8837,8837,Mom got discharged from hospital today...Sigh of relief before Eid,67.0,4.1,1.9,19.0,en
5927,8838,8838,My mother's condition has become a little worse again...she has been diagnosed with hepatitis as well..we have admitted her in birdem now...Will inform if any help is required.,67.0,4.1,1.9,19.0,en
5929,8841,8841,By the grace of Allah my mother has started to recover..She is now under heavy doses of injections and antibiotics....Hope she will become well soon....Last few days were really dreadful...,67.0,4.1,1.9,19.0,en
5930,8842,8842,My mother is seriously ill... Please do keep her in your prayers..She is suffering from fever more than 102 degree due to severe urine infection for the last five days.,67.0,4.1,1.9,19.0,en
5931,8843,8843,Chotobela,67.0,4.1,1.9,19.0,en
5932,8844,8844,A good initiative,67.0,4.1,1.9,19.0,en
5933,8846,8846,128 south in a frame ❤️,67.0,4.1,1.9,19.0,en
5935,8849,8849,First attempt of singing with my cousin Ashfaqur Rahman....Though it was a very bad attempt,67.0,4.1,1.9,19.0,en
5939,8857,8857,The problem of the Muslims of this generation including me is that we follow the Islam we want...We simply follow the things that our mind wants..We forget that that Islam is not based on our desires...Rather Islam is what Allah said and Rasul(Sm) did...We are bound to follow it whether we like it or not..,67.0,4.1,1.9,19.0,en
5941,8860,8860,Iftar treat from mama,67.0,4.1,1.9,19.0,en
5942,8861,8861,Went to NDC after ages.....Still the same❤️,67.0,4.1,1.9,19.0,en
5943,8862,8862,I wish bangladesh had a youngster talent like rishab pant...Hits the ball so cleanly..,67.0,4.1,1.9,19.0,en
5944,8865,8865,Baby Me,67.0,4.1,1.9,19.0,en
5945,8866,8866,How does Russell hit the ball so hard and so far....Such an athlete,67.0,4.1,1.9,19.0,en
5946,8867,8867,Its a treat to see fizz and bumrah bowl together....simply outstanding,67.0,4.1,1.9,19.0,en
5950,8871,8871,Excursion 2018....Biggest picnic in the history of iut...#EEEshera,67.0,4.1,1.9,19.0,en
5951,8872,8872,Life everyday gives you a new reason to smile and forget all the regrets.☺☺,67.0,4.1,1.9,19.0,en
5952,8881,8881,Good to look back at these things,67.0,4.1,1.9,19.0,en
5953,8883,8883,Cricket is love...but australia why did u do so??,67.0,4.1,1.9,19.0,en
5955,8886,8886,Saw this flower a few moments back.Looks like a star.Does any one know it's name?,67.0,4.1,1.9,19.0,en
5956,8888,8888,"Finally the best day of the week arrives.
Jummah Mubarak",67.0,4.1,1.9,19.0,en
5957,8889,8889,How come????,67.0,4.1,1.9,19.0,en
5960,8892,8892,Became nostalgic.Physics lab by philips rozario. #ndcfact,67.0,4.1,1.9,19.0,en
5961,8893,8893,Hope Bangladesh wins today.Will give a much better nagin pose today if bangladesh wins.I promise.,67.0,4.1,1.9,19.0,en
5962,8895,8895,Allah is so merciful.We should be ever grateful to Him.,67.0,4.1,1.9,19.0,en
5963,8896,8896,Tried a bit of cobra dance.Avoid the background.Only emotion matters,67.0,4.1,1.9,19.0,en
5964,8897,8897,Srilanka we will not go home.Cobra celebration hobe.Mahmudullah you are the best.What an agression.,67.0,4.1,1.9,19.0,en
5965,8898,8898,"Hope Bangldesh will put up a good fight tonight.Eagerly waiting for the match.
#BANvsSL",67.0,4.1,1.9,19.0,en
5966,8899,8899,1st korean movie I am watching,67.0,4.1,1.9,19.0,en
5967,8901,8901,বাংলাদেশে যে এখনো load shedding হয় গাজিপুরে না থাকলে বুঝতাম না।24 ghontar moddhe 14 ghonta current thake na.It should be called gazapur instead of gazipur.,67.0,4.1,1.9,19.0,en
5968,8903,8903,Mid exam fact.,67.0,4.1,1.9,19.0,en
5969,8904,8904,"Mushfiq you beauty.
Before match I thought I would write R.I.P bangladesh cricket.Now I have to write K.I.P(Keep it up) instead.",67.0,4.1,1.9,19.0,en
5970,8905,8905,With my father at cox's bazar.Always miss u and love u abbu.Hope we will meet in jannatul ferdous one day again if Allah wishes.,67.0,4.1,1.9,19.0,en
5971,8906,8906,These words are so true,67.0,4.1,1.9,19.0,en
5972,8907,8907,Really.how?,67.0,4.1,1.9,19.0,en
5973,8908,8908,Fajr time still continuing.May Allah help us  all to offer Fajr at proper time.,67.0,4.1,1.9,19.0,en
5975,8910,8910,Happiness during university life is coming to home at weekend.plus eating all the good food mother stores week long.,67.0,4.1,1.9,19.0,en
5976,8912,8912,Syria remember Allah is with us,67.0,4.1,1.9,19.0,en
5978,8915,8915,"When you enter bachelor life you understand the pain of maintaining your own room neat and clean.God knows how mothers handle the whole family so calmly.
Respect to all mothers.Love you mom",67.0,4.1,1.9,19.0,en
5981,8920,8920,"Suddenly missing my father so much.It is such a pain to loose your guardian at an early stage of life.Always love your parents.Don't disrespect them.Cause you are still lucky enough to be under their shades.But many of us aren't that lucky.

May Allah grant my father with Jannatul Ferdous.",67.0,4.1,1.9,19.0,en
5982,8921,8921,Words that can melt our hearts.Just think about what you will answer on the day of judgement to Allah if you die right now.,67.0,4.1,1.9,19.0,en
5983,8922,8922,Know the real heroes who gave their life for islam,67.0,4.1,1.9,19.0,en
5985,8927,8927,Is it really Bangladesh?,67.0,4.1,1.9,19.0,en
5986,8928,8928,Four years have passed since my father's death.Miss him a lot.In sha Allah we will meet one day in paradise if Allah wishes.,67.0,4.1,1.9,19.0,en
5987,8929,8929,Alhamdulillah it feels great to see sunlight in the morning after few days of rain.Really sunlight is a very great blessing of Allah for his servants.,67.0,4.1,1.9,19.0,en
5989,8932,8932,Eid mubarak.May the teachings of ramadan remain within you for the year long.,67.0,4.1,1.9,19.0,en
5990,8933,8933,"Natural disasters occur due to anger of Allah(SWT).We all must refrain from our sins and come to the path of islam otherwise destruction is not far.
May Allah shower His mercy on us.",67.0,4.1,1.9,19.0,en
5992,8936,8936,previously s.a tv showed false love story of yusuf(as).now they are preparing to broadcast serial on sura kahf's story.why isn't any one protesting?share it & make our muslim brothers aware #bansatv,67.0,4.1,1.9,19.0,en
5993,8939,8939,Pls read this with patience,67.0,4.1,1.9,19.0,en
5994,8940,8940,Rajshahi kings collapsed in bpl final after run out of sabbir.Today bangladesh also collapsed after run out of sabbir.a strange co incidence you have to say.,67.0,4.1,1.9,19.0,en
5995,8941,8941,Alhamdulilah.It feels great seeing the players pray in jamah.And mahmudullah apparently looks to be a follower of sahih aqidah as he is keeping his hands on his chest while praying.Masha allah!,67.0,4.1,1.9,19.0,en
5996,8942,8942,"Its haram to wish merry christmas,happy durga puja etc.Beware as soon as possible to ensafe your iman.",67.0,4.1,1.9,19.0,en
5997,8943,8943,My brother Tasin Naqib nominated me to quote an ayah from the holy quran. I have chosen the ayah which has been repeated many times in sura Ar-RAHMAN.,67.0,4.1,1.9,19.0,en
5998,8944,8944,What a win by bangladesh.Mashrafee leading from the front like a boss.,67.0,4.1,1.9,19.0,en
5999,8945,8945,The greatest islamic preachers of 21st century in 1 pic.May Allah keep them alive for a long time.,67.0,4.1,1.9,19.0,en
6001,8947,8947,"Ekattor tv is the most lame ,foul and stupidest channel of bangladesh.This channel is too much annoying.",67.0,4.1,1.9,19.0,en
6002,8948,8948,"Eid mubarak.Hope that Allah has accepted your sacrifice and also pray to Allah so that He keeps you fit and fine.
Taqabbal Allahu minna wa minqum",67.0,4.1,1.9,19.0,en
6003,8949,8949,Tomorrow is the day of Arafah.Come lets try to fast .,67.0,4.1,1.9,19.0,en
6004,8956,8956,Many people in Bangladesh  think that they will remain muslim only if they pray jum'a salat on friday.but the truth is that you can not call yourself a true muslim if you don't pray 5 times a day.May Allah  help us all to offer salah 5 times  a day.,67.0,4.1,1.9,19.0,en
6005,8958,8958,So bangladesh becomes the first muslim nation to ban peace tv. Such a shame.,67.0,4.1,1.9,19.0,en
6019,8975,8975,i just thinking how he write the story 😑😑,47.0,2.9,2.4,14.0,en
6023,8983,8983,"""Asia cup emon ekta tournament jeikhane onnodol final e uthe bd k haranor jonno"" ei kotha ta na are Change hobe na 😢😢",47.0,2.9,2.4,14.0,en
6026,8989,8989,"DJ at IUT ..
maybe it's rare case in IUT history ✌️",47.0,2.9,2.4,14.0,en
6028,8991,8991,"Rezoan Khan Nafiz vai 😍😍
Siam Chowdhury vai 😍😍",47.0,2.9,2.4,14.0,en
6031,8994,8994,nemesis performance,47.0,2.9,2.4,14.0,en
6035,8998,8998,Alhamdulliah finally IUTIAN,47.0,2.9,2.4,14.0,en
6036,9000,9000,"working not only their subsistence , working for our country also 🙂",47.0,2.9,2.4,14.0,en
6037,9001,9001,"#IUTPS ❤️
#btc8 ❤️",47.0,2.9,2.4,14.0,en
6038,9002,9002,"Did you here the name of Estonia!!!!
yes this country first use free public transport system in their country.  Imagine banagladesh use free public transport system let's see what happened and how it develop our  country's economy watch just 3 minutes .

N.B. eita economics assignment cilo :3",47.0,2.9,2.4,14.0,en
6040,9004,9004,And then they said we are democratic country 🙂,47.0,2.9,2.4,14.0,en
6041,9005,9005,That's why some time i give up :xD,47.0,2.9,2.4,14.0,en
6043,9007,9007,i was something just like this ❤️,47.0,2.9,2.4,14.0,en
6044,9008,9008,Accounting Xm fact 🙂,47.0,2.9,2.4,14.0,en
6048,9012,9012,when ever life is complicated try in black and white maybe it will be more simple 😌,47.0,2.9,2.4,14.0,en
6049,9013,9013,when ever life is complicated try in black and white maybe it will be more simple 😌,47.0,2.9,2.4,14.0,en
6051,9016,9016,If you never try you will never know ❤️,47.0,2.9,2.4,14.0,en
6053,9018,9018,"Cheers ullash anondo khushi eid.
katakati te besto tai pic tule mandatory eid selfe bole caption dite pari nai :3",47.0,2.9,2.4,14.0,en
6057,9022,9022,"So Madrid and Barca both start their wining super cup 😉, don't Care is it atletico Madrid or real Madrid, it's Madrid 😛😛
#UEFA_super_cup",47.0,2.9,2.4,14.0,en
6059,9024,9024,"season starts with Spanish supercup 😎
messi now 33 tropy holder ✌️
#captain_messi
#SupercopaBarca",47.0,2.9,2.4,14.0,en
6060,9025,9025,"it's hard to wait for something you know might not ever happen.
But it's even harder to give up when you know it's every thing you want 🙂.
para nai coltese coluk  🙂
Rokoni click's",47.0,2.9,2.4,14.0,en
6062,9027,9027,new generation 😍,47.0,2.9,2.4,14.0,en
6065,9030,9030,"Right now at uttara 
student of different kinds University and college portest against BCL .
#We_want_justice
#BBC .#CNN #AL_JAZEERA",47.0,2.9,2.4,14.0,en
6067,9032,9032,"your hastag don't work any more they have been blocked by the government already which is why international Media don't know about the situation and Soon your post will be removed ..
BBC +447555173285
AlJazeera +97450111149
ABC News +61477736296
These are their WhatsApp number. Send them every photo and video of students being tortured! DO IT!!",47.0,2.9,2.4,14.0,en
6068,9033,9033,"3 girls of DCC are missing and 4 are spot dead near science lab.
A group of BCL are attacking girls at City College.
4 girls has been “raped” by “Chatro league” at Jhigatola.A small group of girls from Badrunnesa college got stuck by a group of almost 50 people of BCL at Shaheed Minar.
Girls are also being raped at Awami League office near Dhanmondi.The girls are still missing atm!
#CNN #BBC #Aljazeera",47.0,2.9,2.4,14.0,en
6072,9037,9037,"""Ist series win since 2009 out side the Asia ""
ei sentence ta change hoye koyekdin por Atar Ali khan bolbe ""another series win from Bangladesh out side The asia "" insaAllah ☺️☺️ 
#TAMIMIqbalKhan28 ❤️❤️",47.0,2.9,2.4,14.0,en
6073,9039,9039,"#MakeChesterProud
#ChesterForever 💘💘",47.0,2.9,2.4,14.0,en
6074,9040,9040,"our captain 😍😍
finally we are  ex champion 🙂🙂
insaAllah 2022 we will be again ✌️✌️
University life er world cup ta ses kore fellam 😭😭.most dramatical world cup end ..
#diemannschapt 😍😍
mission Penta continue till 2022 😊😊",47.0,2.9,2.4,14.0,en
6075,9041,9041,"world cup suru hoyare ager post keno jani Germany er caite eibar tader poti beshi bissas cilo :3
finally they did it ...😍",47.0,2.9,2.4,14.0,en
6076,9042,9042,"And the end of drama finally they champion . congratulations France ...
AK Arnob  Zobaeir Ahamed bondu ruchi raj cholo 😂😂😂😂😂",47.0,2.9,2.4,14.0,en
6078,9044,9044,"What's the difference between a man and a monster Is it somewhere between I can and I want to Is it somewhere between the promises I made And the fact I couldn't see something getting in the way
 I used to think that I know what I want Never saw it coming unglued I used to think that I know what I want Now it's time to see if it's true...

pc: Saadman Habib",47.0,2.9,2.4,14.0,en
6079,9045,9045,that caption 😂😂😂,47.0,2.9,2.4,14.0,en
6080,9046,9046,nobody can intercept me it's coming home it's coming home 😂😂😂😂😂😂,47.0,2.9,2.4,14.0,en
6082,9048,9048,"ok it's coming home 😂😂😂
England aro 24 bosor o world jitba na :3",47.0,2.9,2.4,14.0,en
6083,9051,9051,"After that day I promise that every year share this :3 
Post ta share korbo are nije nije senti khabo 🙂",47.0,2.9,2.4,14.0,en
6086,9054,9054,"amder somoy best 2 jon world class player cilo ,keo karo kase har mane nai ,har meneche sudu 7.5 kg ekta gold tropy er kase . best of luck The GOAT ..",47.0,2.9,2.4,14.0,en
6087,9055,9055,"And the end of two living legend 😭😭.
world cup are now more  interesting .
next eliminate will be Brazil 😜.",47.0,2.9,2.4,14.0,en
6089,9058,9058,"Last 5 minutes it was miracle.
Iago Aspas goal ta spain k sudu  2nd round uthay nai quarter final e niya gese ☺️☺️",47.0,2.9,2.4,14.0,en
6090,9059,9059,"look how beautiful the horizon and how beautiful  this vacation was !

most horrible semester coming 😑😑",47.0,2.9,2.4,14.0,en
6091,9060,9060,Happy brithday @leomessi  you one of the reason why i love football,47.0,2.9,2.4,14.0,en
6092,9061,9061,"Maybe they forget it's Germany 
Tony kroos the man ❤️❤️
brazil we coming ✌️✌️",47.0,2.9,2.4,14.0,en
6093,9062,9062,And it's happened ✌️✌️✌️✌️,47.0,2.9,2.4,14.0,en
6096,9065,9065,"Some time it's need to lose so that you know what's the  actual condition 😜😜
You see only our mistake in last match not our power ..
Come on #diemannschaft 
#Mission_penta
auf geht's deutschland 🇩🇪🇩🇪
Feel free to haha 🙂🙂",47.0,2.9,2.4,14.0,en
6098,9067,9067,"Luka Modric (after the match): ""Messi is an incredible player, but he can not do everything alone. In football you need help. ""
The worst decision of your life messi you reject Spain Football team offer 🙂🙂",47.0,2.9,2.4,14.0,en
6099,9068,9068,"Here we go ...
Ctg tour loading..",47.0,2.9,2.4,14.0,en
6100,9070,9070,"no matter you haven't good skill in penalty shot like other player.
some time i regret why you bron in  Bodeful  Argentina 😥😥..
you  The GOAT and GOAT never Rest ,come on king ..",47.0,2.9,2.4,14.0,en
6103,9075,9075,"France are Germany final kheltese Mbappe er ekmatro goal e France 2018 world cup champion !
hottat gum theke laf dia utlam. na eita asolei dursopno cilo 😭😭
world cup suru hoyare age eisob ki dektesi..",47.0,2.9,2.4,14.0,en
6104,9076,9076,"France are Germany final kheltese Mbappe er ekmatro goal e France 2018 world cup champion ! 
hottat gum theke laf dia utlam. na eita asolei dusoppno cilo😭😭",47.0,2.9,2.4,14.0,en
6107,9079,9079,"i am trying to best the beauty of Dhaka to chandpur tour by launch bt most of the senary i cant capture because that day was raining and raining. Here is little memory of my tour ..
#Tour_Diary 
#Dhaka_To_Chandpur
#Eid_Vacation
for better view 
https://youtu.be/b_F9ZbSk73Y",47.0,2.9,2.4,14.0,en
6112,9084,9084,"oh oh oh finally its over ...
exam kharap hoise tate ki xm toh ses 😂😂",47.0,2.9,2.4,14.0,en
6113,9085,9085,today we miss you legend 😥😥,47.0,2.9,2.4,14.0,en
6121,9096,9096,"Don't know what's going on sometime blessings sometime a lesson 🙂🙂
PC : AK Arnob ❤️",47.0,2.9,2.4,14.0,en
6122,9097,9097,"Mid ses 😊✌
Ow my home finally I am coming 😎",47.0,2.9,2.4,14.0,en
6125,9100,9100,"unbeaten continues ..
it was tough with 10 man bt well played well in the end .
Barca will be also ""The Invincible"" 😎✌️✌️",47.0,2.9,2.4,14.0,en
6126,9102,9102,"onekdin por sei purano el classico ..
kuno kotha nai sudu mair hobe 😍😍😇.
even messi yellow card 😂",47.0,2.9,2.4,14.0,en
6128,9105,9105,that's why he is messi 😍,47.0,2.9,2.4,14.0,en
6130,9107,9107,"7 laliga trophy in last 10 years ..
its barca 😍",47.0,2.9,2.4,14.0,en
6131,9109,9109,"i never seen a midfilder know for scoring goals.
The very personification of footballs beuty ,he is definition of an elite midfielder.
The orchestrator behind the barca's greatest spell.
The master of the ball ....
#MissYoulegend 
#MissYouCaptain..
#MissYouIniesta8",47.0,2.9,2.4,14.0,en
6134,9113,9113,"Congratulations MH Hridoy bhai, Sagupth Alam Zarif bhai and Md Shamim Reza Tusher bhai ❤️",53.0,3.1,2.3,12.0,en
6137,9117,9117,Everyday has been Halloween so far,53.0,3.1,2.3,12.0,en
6138,9118,9118,Congratulations Tofique Hasan Shakil bhai 😃,53.0,3.1,2.3,12.0,en
6142,9123,9123,"A Freshman ✨
Thanks to CEE'16 for all the efforts that they put to offer us the best day of our IUTian life ❤️
📸 : Fahad Ahmed Evan",53.0,3.1,2.3,12.0,en
6143,9124,9124,Thanks for everything ❤️,53.0,3.1,2.3,12.0,en
6144,9125,9125,Registration is open!,53.0,3.1,2.3,12.0,en
6145,9126,9126,To the finals ❤️,53.0,3.1,2.3,12.0,en
6146,9128,9128,Always fine.,53.0,3.1,2.3,12.0,en
6147,9129,9129,Esonance is here!,53.0,3.1,2.3,12.0,en
6148,9130,9130,Send your articles to the following mail for publishing it in Cennozine 2018,53.0,3.1,2.3,12.0,en
6149,9131,9131,Registration is open now!,53.0,3.1,2.3,12.0,en
6151,9134,9134,Cennovation is here. Stay tuned..,53.0,3.1,2.3,12.0,en
6156,9139,9139,Rise and Smile 😁,53.0,3.1,2.3,12.0,en
6157,9140,9140,"The official publication of Mecceleration 2018.
Send your write-ups to the mail given 📝",53.0,3.1,2.3,12.0,en
6158,9141,9141,It's heart-breaking to see people acting like nothing ever happened.,53.0,3.1,2.3,12.0,en
6160,9143,9143,"Where the police and the government tried heart and soul to bring down the protest, Obaidul Kader changed the entire situation in a single day just by uploading his pictures as if nothing ever happened. This man really is something 🙄

And those who are sharing those pictures with cringy captions and making memes outta these forgetting every incident that took place just a few days back, I'm pretty sure while the others were sacrificing their everything on the streets, you guys were sleeping like stray dogs on those days. Yeah indeed it was a very challenging time for you 👏🏼",53.0,3.1,2.3,12.0,en
6161,9144,9144,Application for IUT admission test starts from today 🥂,53.0,3.1,2.3,12.0,en
6162,9145,9145,This video comprises all the things that happened during the protest,53.0,3.1,2.3,12.0,en
6163,9146,9146,"They say that the faculties of NSU are one of the best faculties in Bangladesh. Though I, myself never got to know them in person but this institution has always been one of my favorites for many reasons and this is simply just one of those ❤️",53.0,3.1,2.3,12.0,en
6164,9147,9147,You take 10-12 students from each institution forcefully and make them say whatever you want at gunpoint and then through a top read newspaper you declare everyone is going back to classes? Nice going 👏🏼👏🏼👏🏼,53.0,3.1,2.3,12.0,en
6165,9148,9148,"People give it a read 👇🏻

Regarding the matter of posts disappearing from people's timelines and people noticing unusual activities in their facebook accounts, including logins from unidentified devices as suggested in the photo attached:

A Facebook account normally is attached to a cell phone number and government has access to all telecom number in Bangladesh. Now Government Intelligence agency (DGFI and NSI) can access all the telecom and they are using masking technology to access the phone's text message. By using the option of ""Forget My Password"" -> Send a Text to Reset Password -> They are changing password getting into account and deleting stuff. Later they keeping all active session on so that facebook user can log into his/her account without using password as they don't want to get caught by facebook.

How to fix this problem:

1. Take off your phone number from facebook. (Settings>Mobile>Remove)
2. Use only Gmail or Hotmail email address in recovery option.
3. Download Google Voice app on your cell phone and Create a new virtual number and then use it as a recovery option. Bangladesh Government has no access to Google data.
4. At the end Change your password and logout from all active session. (Settings>Security and Login>Change Password>Log out of all sessions)

Make sure you take off your cell phone number from your email address as well. Two-step verification is not safe for Bangladesh.
(Please copy and paste to share)

- Information collected",53.0,3.1,2.3,12.0,en
6166,9149,9149,"A few of the good things that happened today are NSU opened their gate for every student, be it their own or from any other institution, during the commotion to provide shelter and to let them use their medical facilities. Moreover, NSU and IUB declared to bear the expenses of the treatment for the injured students at Apollo Hospital. But Apollo itself isn't taking any fee from the students. Massive love and respect for these institutions ❤️",53.0,3.1,2.3,12.0,en
6167,9153,9153,Share people,53.0,3.1,2.3,12.0,en
6168,9155,9155,"Now it's not only about the safety on roads nor it's about the fitness of transports, rather it's about the injustice that has been done to the youths alongside the people of this country for so long. 

#WeWantJustice",53.0,3.1,2.3,12.0,en
6169,9156,9156,"Those who are using WiFi in your houses please remove the passwords and make it open for all. Since the mobile operators have shut down their internet service, this step of yours can surely help the people on streets to reach the social media and keep the country updated regarding the current issue. You yourself do this and also tell others to do so. 

#We_Want_Justice",53.0,3.1,2.3,12.0,en
6170,9157,9157,"I'm Mahir Kamal and I am a Citizen of Bangladesh 🇧🇩
This is a plea for help.

On 29th of July 2018 school going students were killed by a reckless bus driver. The students protested with slogans on the same bus stand.

Since then All students of Bangladesh are protesting for safer roads and more strict regulations.

Their intention was never to harm even a single person. Neither it is now.

But today POLICE AND PEOPLE OF CHATRO LEAGUE tortured students with tear shell, they beat students brutally and raped the female students (on 4th August 2018). The students are trying to defend themselves with sticks and tree branches that they've found on the streets.

4 students have been murdered and other 4 female students have been raped. And the Government is sitting there silent.

WE NEED YOUR HELP. PLEASE.

LET THE WORLD KNOW WHAT IS GOING ON IN BANGLADESH 🇧🇩

#BBC #CNN #AlJazeera #StopRoadAccidents #SafeRoadsForAll #WeWantJustice #BBC #CNN #SkyNews #CCBM #AlJazeera #Telegraph #TheSun #DailyMail #TheGuardian #NewYorkTimes #NatGeo #NasDaily #NasDailyGlobal #ProjectNightFall #AlArabia #EuroNews #NBC #we_want_justice",53.0,3.1,2.3,12.0,en
6171,9159,9159,Mecceleration 2018 loading...,53.0,3.1,2.3,12.0,en
6172,9161,9161,An eventful day with some amazing people ❤️,53.0,3.1,2.3,12.0,en
6173,9162,9162,24th ➡ 4 pm ➡ IUT auditorium,53.0,3.1,2.3,12.0,en
6174,9163,9163,Here's your chance to become a part of 10 Minute School Global. So don't miss it :D,53.0,3.1,2.3,12.0,en
6175,9164,9164,Hurry up! Don't miss this chance ♥️,53.0,3.1,2.3,12.0,en
6176,9166,9166,"Happy Birthday to the most beautiful and amazing person that I've come across till now 🎊 ♥️
You know how much precious you're to me and what you really mean to me. You have made my life just as beautiful as you are. Thanks for everything that you always do for me. Keep smiling like this because this is what makes me the happiest. Always be yourself because I love you so much for who you are. Once again Happy Birthday and I love you ❤️",53.0,3.1,2.3,12.0,en
6177,9168,9168,Can see that 🙄,53.0,3.1,2.3,12.0,en
6178,9169,9169,Hats off to Islamic University of Technology (IUT) for the most innovative design ♥️,53.0,3.1,2.3,12.0,en
6179,9171,9171,Movie enthusiasts can check this list 👇🏻,53.0,3.1,2.3,12.0,en
6180,9172,9172,Couldn't be more relatable 🙄,53.0,3.1,2.3,12.0,en
6181,9173,9173,If you're 'Curious' then you should watch this video.,53.0,3.1,2.3,12.0,en
6182,9174,9174,Pretty much,53.0,3.1,2.3,12.0,en
6183,9176,9176,An accurate representation of me before exams 👌🏼,53.0,3.1,2.3,12.0,en
6184,9178,9178,"If you're aiming for IUT, then get yourself admitted to Tesla. For any queries you can contact me.",53.0,3.1,2.3,12.0,en
6185,9179,9179,She knows how to put it back in,53.0,3.1,2.3,12.0,en
6186,9180,9180,Effective ways for improving your spoken English 👇🏻,53.0,3.1,2.3,12.0,en
6188,9183,9183,And going back to Uni after a vacation is another one :3,53.0,3.1,2.3,12.0,en
6189,9184,9184,A few things about time travel,53.0,3.1,2.3,12.0,en
6190,9185,9185,Freshers do give a read,53.0,3.1,2.3,12.0,en
6191,9186,9186,Get yourself a clear idea about bitcoins by watching this video.,53.0,3.1,2.3,12.0,en
6193,9190,9190,A token of love for my love 💐,53.0,3.1,2.3,12.0,en
6195,9195,9195,Every semester is the worst one if you consider it to be 😔,53.0,3.1,2.3,12.0,en
6196,9197,9197,Not every shopkeeper is a Dormammu 😪,53.0,3.1,2.3,12.0,en
6197,9199,9199,This 😂,53.0,3.1,2.3,12.0,en
6199,9202,9202,The cake looks delicious 😌,53.0,3.1,2.3,12.0,en
6200,9205,9205,Good one xD,53.0,3.1,2.3,12.0,en
6203,9209,9209,Take a deep breath and let it go 🌫️,53.0,3.1,2.3,12.0,en
6204,9210,9210,This TVC 👌🏼💯,53.0,3.1,2.3,12.0,en
6205,9211,9211,This Summer ⚽🏆♥,53.0,3.1,2.3,12.0,en
6206,9213,9213,Can relate 🙄,53.0,3.1,2.3,12.0,en
6207,9214,9214,Admission going on ♥,53.0,3.1,2.3,12.0,en
6208,9215,9215,Indulged in the game of shadows 👤,53.0,3.1,2.3,12.0,en
6209,9218,9218,"Hey everyone! 
Our two teams from BTM dept. of IUT named as Team Rebels and Team New B are participating in Brand Master 2018. The second round of the competition is an online TVC round. The link of the TVCs attached below! 

Team Rebels: https://youtu.be/Nr1WOAXvr64

Team New B: https://youtu.be/NG0zItiT7Z8

Hope you watch the video and a give thumbs up to the little effort they made ♥
Do give it a share if possible❤️

#IUT
#TeamRebels
#TeamNewB",53.0,3.1,2.3,12.0,en
